branch	class	ahead	behind	last_commit	open_pr	unique_patchids_not_upstream	unique_patchids_not_upstream_or_main	in_main	unique_commits	unique_nonmerge_commits	empty_diff_commits	name_issue	name_issue_seen_upstream	tip_sha	tip_subject
fix/3543-fail-closed-predicates	1-MERGED-ANCESTRY	0	21	2026-09-11	0	0	0	0	0	0	0	3543	1	380c033ec	fix(harness): fail-closed predicates for Big-10, continuity, attest, swarm (#3543)
fix/3546-release-qualified-tree	1-MERGED-ANCESTRY	0	46	2026-09-11	0	0	0	0	0	0	0	3546	1	800806b3b	fix(#3546): drop the --republish leg after #3611 retired mobile-ios-republish.yml
fix/3547-evidence-producers	1-MERGED-ANCESTRY	0	24	2026-09-11	0	0	0	0	0	0	0	3547	1	3d4072fd9	fix(evidence): track producers + run-id→binary-sha binding (#3547)
fix/3549-shared-authority-resolver	1-MERGED-ANCESTRY	0	88	2026-09-11	0	0	0	0	0	0	0	3549	1	d1ca010af	fix(#3549): WIP 8 — dispatch matrix `call` takes &Value (needless_pass_by_value)
fix/3550-restore-publish-ordering	1-MERGED-ANCESTRY	0	88	2026-09-11	0	0	0	0	0	0	0	3550	1	50487cffd	wip(#3550): review follow-up — degraded arms fail closed, real-abort crash matrix
fix/3551-reflection-source-visibility	1-MERGED-ANCESTRY	0	196	2026-09-09	0	0	0	0	0	0	0	3551	1	d6b265f12	test(#3551): encode reflection ownership in metadata
fix/3552-certified-pin-required-contexts	1-MERGED-ANCESTRY	0	74	2026-09-11	0	0	0	0	0	0	0	3552	1	9533d07eb	fix(#3552): declare certified-pin jobs as required contexts
fix/3553-doctor-synchronous-posture	1-MERGED-ANCESTRY	0	58	2026-09-11	0	0	0	0	0	0	0	3553	1	8ad3f3ffa	fix(#3553): WIP 7 — battery fallout: the #2444 restore fixture now IS a foreign SQLite db; garbage-b
fix/3554-required-contexts-live-drift	1-MERGED-ANCESTRY	0	95	2026-09-11	0	0	0	0	0	0	0	3554	1	e106305fa	fix(#3554): pin declared required contexts to live branch protection
fix/3577-followup	1-MERGED-ANCESTRY	0	196	2026-09-09	0	0	0	0	0	0	0	3577	1	75a3369ec	fix(#3577): document CONCURRENCY-20 exception for two tokio lineage guards
fix/3577-lineage-dag-isolation	1-MERGED-ANCESTRY	0	239	2026-09-09	0	0	0	0	0	0	0	3577	1	d72d43055	fix(#3577): isolate LINEAGE_DAG seeders behind restore-on-drop funnel
fix/3578-sysusers	1-MERGED-ANCESTRY	0	191	2026-09-09	0	0	0	0	0	0	0	3578	1	b8dd7b7a5	fix(#3578): sysusers fragment creates ai-memory and ai-memory-hub
fix/3578-wake-hub-process-isolation	1-MERGED-ANCESTRY	0	196	2026-09-09	0	0	0	0	0	0	0	3578	1	9534c2536	fix(#3578): wake-hub process isolation, threat-model rows, red-team cases
fix/3582-peer-allowlist-posture	1-MERGED-ANCESTRY	0	134	2026-09-10	0	0	0	0	0	0	0	3582	1	3056c39e6	fix(federation): limit enrollment warning to absent allowlists (#3582)
fix/3584-test-key-dir-ambient-isolation	1-MERGED-ANCESTRY	0	148	2026-09-10	0	0	0	0	0	0	0	3584	1	c22ce149b	test(identity): isolate test_key_dir from ambient AI_MEMORY_KEY_DIR (#3584)
fix/3585-curator-self-signal-race	1-MERGED-ANCESTRY	0	156	2026-09-10	0	0	0	0	0	0	0	3585	1	0bf9fb665	test(curator): handshake + subprocess isolation for daemon self-signal (#3585)
fix/3587-u2-watch-line-file	1-MERGED-ANCESTRY	0	133	2026-09-10	0	0	0	0	0	0	0	3587	1	803502e5f	fix(watch): R1-R5 line-file ingest + symlink-refusal helper (#3587 U2)
fix/3587-u5a-ceilings-ruling-key	1-MERGED-ANCESTRY	0	141	2026-09-10	0	0	0	0	0	0	0	3587	1	e96d79dc3	chore(#3587): U5a QUAL-10 lockstep ceilings + field_names::RULING_KEY
fix/3587-u5b-docs-ssot	1-MERGED-ANCESTRY	0	129	2026-09-10	0	0	0	0	0	0	0	3587	1	ac013dbf9	docs(#3587): U5b SSOT for watch line-file + QUAL-10 ceilings
fix/3587-u6-watch-wiring	1-MERGED-ANCESTRY	0	122	2026-09-10	0	0	0	0	0	0	0	3587	1	f540224d9	docs(#3587): U6 PREP watch line-file systemd/launchd wiring templates
fix/3589-test-hygiene-dispatch-wait	1-MERGED-ANCESTRY	0	97	2026-09-11	0	0	0	0	0	0	0	3589	1	4a1c83f83	fix(#3589): wait on dispatcher idle Notify instead of a 30s sink poll
fix/3591-ci-permissions	1-MERGED-ANCESTRY	0	126	2026-09-10	0	0	0	0	0	0	0	3591	1	71a05c720	ci(#3591): pin GITHUB_TOKEN to contents: read on 8 workflows
fix/3592-sdk-ts-polynomial-redos	1-MERGED-ANCESTRY	0	124	2026-09-10	0	0	0	0	0	0	0	3592	1	75948d86b	fix(sdk/typescript): linear baseUrl trailing-slash trim (#3592)
fix/3593-test-hygiene-pg-isolation	1-MERGED-ANCESTRY	0	102	2026-09-10	0	0	0	0	0	0	0	3593	1	270c7df86	test(#3593): isolate live-PG covenant env and sever-audit counts at --test-threads=4
fix/3596-ungated-mcp-read-tools	1-MERGED-ANCESTRY	0	29	2026-09-11	0	0	0	0	0	0	0	3596	1	2428a738b	fix(#3596-#3601): WIP 3 — plain comment on the pg_test! invocation (clippy sal-postgres: unused doc 
fix/3603-noconfig-shadow-warn	1-MERGED-ANCESTRY	0	74	2026-09-11	0	0	0	0	0	0	0	3603	1	49e5c13b7	fix(#3603): AI_MEMORY_NO_CONFIG silences the config-path WARNs
fix/3608-ci-flake-pipefail-grep	1-MERGED-ANCESTRY	0	67	2026-09-11	0	0	0	0	0	0	0	3608	1	67b0df8b9	fix(#3608): pipefail-safe membership in required-context gates
fix/3611-retire-ios-republish	1-MERGED-ANCESTRY	0	55	2026-09-11	0	0	0	0	0	0	0	3611	1	be417691a	ci(#3611): retire standalone iOS xcframework re-publisher
fix/3615-integration-wait-for-health	1-MERGED-ANCESTRY	0	26	2026-09-11	0	0	0	0	0	0	0	3615	1	63f9bb49e	fix(#3615): raise integration wait_for_health 10s→60s + stderr tail
fix/b7-allowlist-usd-string	1-MERGED-ANCESTRY	0	635	2026-08-31	0	0	0	0	0	0	0	-	-1	934fddacc	fix(b7): allowlist cost::usd_string — reviewed false positive (pure formatter, no SQL)
fix/clippy-tests-pedantic	1-MERGED-ANCESTRY	0	647	2026-08-31	0	0	0	0	0	0	0	-	-1	ba8d3cd7e	test(clippy): clear latent pedantic debt in two test files for CI legs
fix/default-features-test-pins	1-MERGED-ANCESTRY	0	639	2026-08-31	0	0	0	0	0	0	0	-	-1	c79901c09	fix(tests): reconcile default-features pins for memory_swarm_rewind + Z valid_until
fix/g4-polish-batch	1-MERGED-ANCESTRY	0	649	2026-08-31	0	0	0	0	0	0	0	-	-1	ca2d479a0	fix(storage,bulk): fail-closed GA-review polish batch g4 (#3327 Sec-F2/F3/F4/F6)
fix/ga-boot-backfill-config-path	1-MERGED-ANCESTRY	0	631	2026-08-31	0	0	0	0	0	0	0	-	-1	17467c3e7	fix(#3329): non-blocking MCP boot backfill + macOS config-path resolution
fix/hardcoded-literal-validation-failed	1-MERGED-ANCESTRY	0	641	2026-08-31	0	0	0	0	0	0	0	-	-1	e2fc287a7	fix(handlers): dedupe "validation failed" label into one const (pm-v3.1 gate)
fix/invalidate-link-valid-until-verbatim	1-MERGED-ANCESTRY	0	637	2026-08-31	0	0	0	0	0	0	0	-	-1	8e7f993d4	fix(#3281 followup): store valid_until verbatim on invalidate; canonicalize only for the audit hash
fix/mvg-recall-purity-export-golden	1-MERGED-ANCESTRY	0	672	2026-08-31	0	0	0	0	0	0	0	-	-1	0db5e8783	fix: recall-purity for #3323 cost accounting + regen export golden to v94
fix/pg-acyclicity-equal-instant	1-MERGED-ANCESTRY	0	653	2026-08-31	0	0	0	0	0	0	0	-	-1	252555569	fix(#3041 pg-twin): close postgres equal-instant lineage fail-open + >5-hop completeness gap
fix/token-budget-ceiling-lockstep	1-MERGED-ANCESTRY	0	643	2026-08-31	0	0	0	0	0	0	0	-	-1	8c89d6300	fix(ci): lockstep token-budget workflow ceiling 7650 -> 7760 (#3266/#3322)
fix/v93-stamp-literal	1-MERGED-ANCESTRY	0	653	2026-08-31	0	0	0	0	0	0	0	-	-1	528999f91	fix(postgres): migrate_v93 stamps literal 93, not CURRENT_SCHEMA_VERSION (crash-consistency)
handoff/codex-conductor	1-MERGED-ANCESTRY	0	479	2026-09-03	0	0	0	0	0	0	0	-	-1	02fe0cabf	docs(handoff): Codex Conductor handoff — graph-engineering orchestration framework, gate procedure v
hotfix/3502-v97-acceptance-and-attest-parity	1-MERGED-ANCESTRY	0	446	2026-09-05	0	0	0	0	0	0	0	3502	1	74e3ae77d	docs(#3502): record the §7 enterprise-federation certification expiry (VOID as of 2026-09-05) for th
integration/f1	1-MERGED-ANCESTRY	0	2	2026-09-12	0	0	0	0	0	0	0	-	-1	f0175b709	Merge #3273 docs/claims: correct false review + CI-green claims on #3240/#3235 merges (grok 42a05fb0
rehearsal/v1.0.0-resolved-full	1-MERGED-ANCESTRY	243	2	2026-09-16	3754	0	0	0	0	0	0	-	-1	d9ab98672	fix(#3707): name each caller-facing failure body once — the literal ratchet caught four spellings of
staging/final-tip-d4c5e243	1-MERGED-ANCESTRY	0	383	2026-09-06	0	0	0	0	0	0	0	-	-1	d4c5e2434	test(pg): drop the no-op `outcome;` path statement in curator_report_bloat_3345_pg (clippy -D warnin
campaign/2194-docs-drift	2-MERGED-PATCHID	2831	4646	2026-07-18	0	0	0	0	2831	2562	3	2194	1	12cfffd28	docs(#2194): fix stale #2181 comment + #2205-audit CLAUDE.md drift
campaign/2198-guardrail-d-arm-lane	2-MERGED-PATCHID	2829	4646	2026-07-18	0	0	0	0	2829	2560	3	2198	1	3b18b8275	fix(#2198): guardrail-D arm-lane hardening — see const-phrased ladder arms
campaign/2215-import-lineage-mirror	2-MERGED-PATCHID	2839	4646	2026-07-19	0	0	0	0	2839	2569	3	2215	1	4324c1b9a	Merge remote-tracking branch 'origin/release/v1.0.0' into campaign/2215-import-lineage-mirror
campaign/2230-windows-erasure-fsync	2-MERGED-PATCHID	2837	4646	2026-07-19	0	0	0	0	2837	2568	3	2230	1	331393c0f	fix(#2230): windows fsync-file uses a write handle (FlushFileBuffers needs GENERIC_WRITE)
campaign/2240-impact-tokenise-fix	2-MERGED-PATCHID	2844	4646	2026-07-19	0	0	0	0	2844	2575	3	2240	1	6143fa63e	fix(#2240): correct tr reverse-range in ci-test-impact.sh tokenise
campaign/2242-reanchor-verify-head	2-MERGED-PATCHID	2847	4646	2026-07-19	0	0	0	0	2847	2578	3	2242	1	d14080451	fix(#2242): re-anchor ceremony verifies the chain before countersigning it
campaign/2256-2257-vectorlite-pins	2-MERGED-PATCHID	2855	4646	2026-07-19	0	0	0	0	2855	2585	3	2256	1	9c38bb964	merge: fold release/v1.0.0 after #2270
campaign/B5-sdk-shim-quality	2-MERGED-PATCHID	2856	4646	2026-07-19	0	0	0	0	2856	2586	3	-	-1	eed2715c9	merge: fold release/v1.0.0 after #2268
campaign/preship-sdk-shim-ci	2-MERGED-PATCHID	2846	4646	2026-07-19	0	0	0	0	2846	2577	3	-	-1	1329b0ed0	ci: run SDK shim tests in CI + gate publish on them (pre-ship 3x7)
cert-claims-2879-2880-2881	2-MERGED-PATCHID	2	1371	2026-08-11	0	0	0	0	2	1	0	2879	1	963a82d68	Merge remote-tracking branch 'origin/release/v1.0.0' into cert-claims-2879-2880-2881
chore/2473-protection-evidence	2-MERGED-PATCHID	2964	4646	2026-07-30	0	0	0	0	2964	2670	3	2473	1	a18b5d19b	chore(governance,#2473): record the L3-boundary context rename before/after
chore/2494-protection-evidence	2-MERGED-PATCHID	2944	4646	2026-07-30	0	0	0	0	2944	2659	3	2494	1	93b978172	Merge branch 'release/v1.0.0' into chore/2494-protection-evidence
chore/control-plane-publish-envs	2-MERGED-PATCHID	2931	4646	2026-07-30	0	0	0	0	2931	2654	3	-	-1	a6ab4557b	Merge branch 'release/v1.0.0' into chore/control-plane-publish-envs
ci/2443-branch-protection-reconcile	2-MERGED-PATCHID	2970	4646	2026-07-30	0	0	0	0	2970	2672	3	2443	1	3c623c318	Merge remote-tracking branch 'origin/release/v1.0.0' into ci/2443-branch-protection-reconcile
ci/2473-truncated-context	2-MERGED-PATCHID	2962	4646	2026-07-30	0	0	0	0	2962	2669	3	2473	1	ea26c2e99	fix(#2473): rule (e) was BLIND — `read` with a tab IFS collapsed the empty `needs` field
ci/2506-token-budget-pr-coverage	2-MERGED-PATCHID	2955	4646	2026-07-30	0	0	0	0	2955	2665	3	2506	1	b2d5f7d02	Merge branch 'release/v1.0.0' into ci/2506-token-budget-pr-coverage
ci/2508-structural-gate-rule	2-MERGED-PATCHID	2959	4646	2026-07-30	0	0	0	0	2959	2667	3	2508	1	56e7ffb22	ci(#2508): drop the token-budget pending-fix ledger entry — #2506 landed via #2522 (98a2bc31)
ci/remove-native-age-nightly	2-MERGED-PATCHID	2987	4646	2026-07-31	0	0	0	0	2987	2678	3	-	-1	da3fb9cc5	ci: delete the nightly native AGE stack build (operator directive)
develop	2-MERGED-PATCHID	284	4646	2026-04-24	0	0	0	0	284	255	2	-	-1	ad41aba9d	Merge pull request #373 from alphaonedev/release/v0.6.2
do-reverify-2860	2-MERGED-PATCHID	1	1382	2026-08-10	0	0	0	0	1	1	0	2860	1	61678dd4b	docs(cert/#2860): DO 2-node re-verify — convergence PROVEN on real mesh; residual #2863
docs/2034-pages-consolidate	2-MERGED-PATCHID	2812	4646	2026-07-18	0	0	0	0	2812	2550	3	2034	1	af506b8b0	docs(#2034): consolidate GitHub Pages to v0.8.1-v1.0.0 + retire legacy test-campaign Pages links
docs/2888-longmemeval-keyword-v100-remeasure	2-MERGED-PATCHID	3	1366	2026-08-11	0	0	0	0	3	1	0	2888	1	a0de8ea74	Merge remote-tracking branch 'origin/release/v1.0.0' into docs/2888-longmemeval-keyword-v100-remeasu
docs/cert-note-tip-b95ad978	2-MERGED-PATCHID	3117	4646	2026-08-03	0	0	0	0	3117	2747	4	-	-1	cd0d5348e	docs(cert): align ready-to-tag tip SHA to b95ad978 (never cut d742f331)
docs/cert-residual-2504-closed	2-MERGED-PATCHID	3153	4646	2026-08-04	0	0	0	0	3153	2761	4	2504	1	9f355d3f2	docs(cert): strike #2504 from Gate1 residual list after #2692
docs/cert-residual-capacity-sync	2-MERGED-PATCHID	3138	4646	2026-08-04	0	0	0	0	3138	2753	4	-	-1	3ac8f1f79	docs(cert): residual §6 lists only still-open capacity PRs #2663 #2673
docs/cert-residual-from-inventory	2-MERGED-PATCHID	3140	4646	2026-08-04	0	0	0	0	3140	2754	4	-	-1	f071c397c	docs(cert): residual §6 from mechanical inventory (#2673 only open)
docs/cert-tidy-2450	2-MERGED-PATCHID	1	1365	2026-08-11	0	0	0	0	1	1	0	2450	1	2ca80c874	docs(cert): tidy residuals for #2438/#2450/#2451
docs/ready-to-tag-cert-note	2-MERGED-PATCHID	3115	4646	2026-08-03	0	0	0	0	3115	2746	4	-	-1	40a4890bd	docs(cert): ready-to-tag note for v1.0.0 tip d742f331 (#2682)
docs/session-markdown-reviews	2-MERGED-PATCHID	2473	4646	2026-06-28	0	0	0	0	2473	2237	3	-	-1	de8922e09	docs: session markdown — RQGM/Red Queen reviews + v0.9 roadmap + Grok Build
docs/track-b-a2a-results	2-MERGED-PATCHID	2	1394	2026-08-09	0	0	0	0	2	1	0	-	-1	a008cff1a	Merge branch 'release/v1.0.0' into docs/track-b-a2a-results
docs/v100-security-assessment	2-MERGED-PATCHID	2749	4646	2026-07-15	0	0	0	0	2749	2492	3	-	-1	1cb2be202	Merge remote-tracking branch 'origin/release/v1.0.0' into docs/v100-security-assessment
easy/2176-2177-2055-fingerprint-relation-docs	2-MERGED-PATCHID	2806	4646	2026-07-18	0	0	0	0	2806	2547	3	2176	1	f7413c0fe	test(#2176,#2177,#2055): pin fingerprint-gate degenerate/model-implied axes + link-relation footgun 
feat/1390-sdk-shims-clean	2-MERGED-PATCHID	2827	4646	2026-07-18	0	0	0	0	2827	2558	3	1390	1	2ef63a18a	feat(#1390): Direct-API SDK shims — Anthropic + OpenAI, Python + TypeScript
feat/2676-feature-self-report	2-MERGED-PATCHID	3113	4646	2026-08-03	0	0	0	0	3113	2745	4	2676	1	75ab04db8	feat(#2676): ai-memory features self-report for Gate 3 packaging
feat/3714-shape-v1	2-MERGED-PATCHID	43	2	2026-09-13	0	0	0	0	43	33	0	3714	1	77357e1b4	fix(#3715): egress verbs load a refused config with the KNOWN keys applied (the #2445 disposition); 
feat/5.4-cert-artifacts	2-MERGED-PATCHID	1	1352	2026-08-12	0	0	0	0	1	1	0	-	-1	abcdefd72	docs(cert): §5.4 falsifiability artifacts — canonical cert doc + removal-proof harness
feat/gate1-remaining-ns	2-MERGED-PATCHID	3083	4646	2026-08-03	0	0	0	0	3083	2732	4	-	-1	925f44a7c	test(#2649,#2650): pin inbound_write_namespace on crypto lane tokens
feat/gate1-structural-confinement	2-MERGED-PATCHID	3080	4646	2026-08-03	0	0	0	0	3080	2730	4	-	-1	912a02cb0	fix(federation): Gate1 — single LANE_* SSOT for wire field literals (pm-v3.1)
feat/migration-ladder-gate-guardrail-d	2-MERGED-PATCHID	2821	4646	2026-07-18	0	0	0	0	2821	2554	3	-	-1	1d3b640eb	feat(ci): fail-closed migration-ladder-uniqueness gate (guardrail-D, 2x5 vote b682c76a)
fix/1993-2019-coverage-ci	2-MERGED-PATCHID	2748	4646	2026-07-15	0	0	0	0	2748	2492	3	1993	1	443398e00	ci(coverage): consolidate coverage into coverage.yml (#1993) + verify staged HF cache (#2019)
fix/1994-serve-readiness-poll	2-MERGED-PATCHID	2753	4646	2026-07-15	0	0	0	0	2753	2497	3	1994	1	eae86c2b4	test(serve): retry a test's first request past the readiness gate (#1994)
fix/2000-signed-bulk-emit-test	2-MERGED-PATCHID	2748	4646	2026-07-15	0	0	0	0	2748	2492	3	2000	1	72166b9b9	test(#2000): HTTP signed-bulk write-signature EMIT integration test
fix/2032-tranche3	2-MERGED-PATCHID	2753	4646	2026-07-15	0	0	0	0	2753	2497	3	2032	1	cc687cf53	fix(#2032): security hardening tranche 3 — L1 query-key removal, M2 TLS bind WARN, LM3 require_nonce
fix/2119-2035-curator-sigterm-archive-valid-time	2-MERGED-PATCHID	2819	4646	2026-07-18	0	0	0	0	2819	2553	3	2119	1	ecd808564	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2119-2035-curator-sigterm-archive-vali
fix/2163-2162-gate-evasions	2-MERGED-PATCHID	2806	4646	2026-07-18	0	0	0	0	2806	2547	3	2163	1	52857d6d9	fix(scripts): close #2163 naked-$HOME + #2162 TAB-alias gate evasions
fix/2165-2159-test-isolation	2-MERGED-PATCHID	2806	4646	2026-07-18	0	0	0	0	2806	2547	3	2165	1	306cddae6	test(#2165,#2159): serialize env/permissions test races onto the crate-canonical locks
fix/2181-2183-embedding-space-residual	2-MERGED-PATCHID	2813	4646	2026-07-18	0	0	0	0	2813	2550	3	2181	1	7fcfe411f	Merge remote-tracking branch 'origin/release/v1.0.0' into HEAD
fix/2188-2190-embedding-space-residuals	2-MERGED-PATCHID	2817	4646	2026-07-18	0	0	0	0	2817	2552	3	2188	1	2e58dc2d3	fix(#2188,#2189,#2190): embedding-space cosine-gating residuals from the #2187 Fable audit
fix/2290-sync-since-signing	2-MERGED-PATCHID	2866	4646	2026-07-21	0	0	0	0	2866	2597	3	2290	1	e7c21c930	fix(#2290): sign federation /sync/since catch-up pull so enrolled-peer catch-up works under FED_REQU
fix/2297-sync-push-signing	2-MERGED-PATCHID	2870	4646	2026-07-21	0	0	0	0	2870	2601	3	2297	1	92ef71e64	fix(#2297): sign sync_cycle_once push so enrolled-peer push works under FED_REQUIRE_SIG=1
fix/2301-sqlite-consolidate-seal	2-MERGED-PATCHID	2872	4646	2026-07-21	0	0	0	0	2872	2603	3	2301	1	09bdf3d8e	fix(#2301): seal consolidated content on sqlite (at-rest encryption parity)
fix/2308-fold-before-gc	2-MERGED-PATCHID	2876	4646	2026-07-22	0	0	0	0	2876	2607	3	2308	1	d5e61b3c1	fix(#2308): fold-before-gc on MCP memory_gc + gc_if_needed + gc() so recall TTL extensions are appli
fix/2384-fed-catchup-full-columns	2-MERGED-PATCHID	2903	4646	2026-07-28	0	0	0	0	2903	2634	3	2384	1	697321cb1	fix(#2384): sqlite federation catch-up sends all 31 durable columns, not 16
fix/2391-fed-outbound-checkpoint-broadcast	2-MERGED-PATCHID	2905	4646	2026-07-28	0	0	0	0	2905	2636	3	2391	1	59c535463	fix(#2391): wire the checkpoint-resolution federation outbound leg
fix/2396-checkpoint-cas	2-MERGED-PATCHID	2897	4646	2026-07-24	0	0	0	0	2897	2628	3	2396	1	b4e400ee8	fix(checkpoints): CAS the inbound resolution write so a resolved checkpoint cannot be clobbered (#23
fix/2418-expires-at-canon	2-MERGED-PATCHID	2906	4646	2026-07-28	0	0	0	0	2906	2637	3	2418	1	99835684a	fix(#2418): canonicalize expires_at at the TTL-extension + archive-restore funnels
fix/2441-sync-since-watermark	2-MERGED-PATCHID	3136	4646	2026-08-04	0	0	0	0	3136	2752	4	2441	1	053de1e5e	merge(release/v1.0.0): sync post-#2662 into sync-since watermark #2663
fix/2442-stable-peer-id	2-MERGED-PATCHID	3054	4646	2026-08-01	0	0	0	0	3054	2714	4	2442	1	aac33034f	docs(federation): state the #2672 classifier-laundering mechanism precisely
fix/2445-schema-downgrade-guard	2-MERGED-PATCHID	2992	4646	2026-07-31	0	0	0	0	2992	2681	3	2445	1	60eb1b595	test(#2445): always-run structural guard that both backends still gate BEFORE their bootstrap DDL
fix/2446-erasure-replication	2-MERGED-PATCHID	3145	4646	2026-08-04	0	0	0	0	3145	2757	4	2446	1	0dcbe67c7	fix(#2673): QUAL-10 bump daemon_runtime ceiling for erasure-outbox wiring
fix/2467-publish-sdks-prerelease-guard	2-MERGED-PATCHID	2927	4646	2026-07-30	0	0	0	0	2927	2653	3	2467	1	4671610fa	Merge branch 'release/v1.0.0' into fix/2467-publish-sdks-prerelease-guard
fix/2477-plaintext-peer-refusal	2-MERGED-PATCHID	3061	4646	2026-08-01	0	0	0	0	3061	2716	4	2477	1	d89ddc520	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2477-plaintext-peer-refusal
fix/2478-pending-decisions-confinement	2-MERGED-PATCHID	2967	4646	2026-07-30	0	0	0	0	2967	2671	3	2478	1	b08672169	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2478-pending-decisions-confinement
fix/2479-namespace-meta-confinement	2-MERGED-PATCHID	2977	4646	2026-07-30	0	0	0	0	2977	2674	3	2479	1	d739b4a30	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2479-namespace-meta-confinement
fix/2480-catchup-namespace-scope	2-MERGED-PATCHID	3086	4646	2026-08-03	0	0	0	0	3086	2734	4	2480	1	ee6b0f1fd	refactor(#2480): single catchup_memory_namespace_authorized choke + unit pins
fix/2490-export-import-false-success	2-MERGED-PATCHID	2999	4646	2026-07-31	0	0	0	0	2999	2685	3	2490	1	fe146a6c6	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2490-export-import-false-success
fix/2494-required-classify-contexts	2-MERGED-PATCHID	2937	4646	2026-07-30	0	0	0	0	2937	2656	3	2494	1	0397dc2c2	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2494-required-classify-contexts
fix/2496-2494-ci-classifier-wedge	2-MERGED-PATCHID	2922	4646	2026-07-30	0	0	0	0	2922	2651	3	2496	1	3fa45067d	Merge branch 'release/v1.0.0' into fix/2496-2494-ci-classifier-wedge
fix/2498-delete-lane-dlq	2-MERGED-PATCHID	3132	4646	2026-08-04	0	0	0	0	3132	2751	4	2498	1	758dd1c84	merge(release): re-sync fix/2498-delete-lane-dlq onto 9136b5a3 after #2689
fix/2503-delete-governance-strip	2-MERGED-PATCHID	2985	4646	2026-07-30	0	0	0	0	2985	2677	3	2503	1	63f055e50	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2503-delete-governance-strip
fix/2504-peer-attestation-fail-closed	2-MERGED-PATCHID	3151	4646	2026-08-04	0	0	0	0	3151	2760	4	2504	1	10152e34f	fix(#2504): peer-attestation parse error fails closed, not zero-config
fix/2508-tool-count-drift-push-branches	2-MERGED-PATCHID	2934	4646	2026-07-30	0	0	0	0	2934	2655	3	2508	1	24c5b3fa0	Merge branch 'release/v1.0.0' into fix/2508-tool-count-drift-push-branches
fix/2511-age-cypher-typed-param	2-MERGED-PATCHID	2952	4646	2026-07-30	0	0	0	0	2952	2664	3	2511	1	73282501d	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2511-age-cypher-typed-param
fix/2512-paste-rev-unreachable	2-MERGED-PATCHID	2941	4646	2026-07-30	0	0	0	0	2941	2658	3	2512	1	101944734	Merge branch 'release/v1.0.0' into fix/2512-paste-rev-unreachable
fix/2529-pending-resurrection	2-MERGED-PATCHID	3156	4646	2026-08-04	0	0	0	0	3156	2763	4	2529	1	0d464337b	fix(#2529): clippy needless_pass_by_value on pending_wire approvals
fix/2531-pg-fed-embed-space-v2	2-MERGED-PATCHID	1	1355	2026-08-11	0	0	0	0	1	1	0	2531	1	c72d1b40b	fix(#2531): tolerate the deferred-embed fallback in the pg shipped-embedding-stamp test
fix/2532-reject-namespace-gate	2-MERGED-PATCHID	3165	4646	2026-08-04	0	0	0	0	3165	2768	4	2532	1	2538a1068	fix(#2532): namespace-confine federated pending REJECT
fix/2536-namespace-meta-descendant-inheritance	2-MERGED-PATCHID	3161	4646	2026-08-04	0	0	0	0	3161	2766	4	2536	1	0f920c5bd	fix(#2536): clippy semicolon_if_nothing_returned in test posture
fix/2537-namespace-standard-read-leak	2-MERGED-PATCHID	2981	4646	2026-07-30	0	0	0	0	2981	2675	3	2537	1	580ba4146	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2537-namespace-standard-read-leak
fix/2569-2570-import-roundtrip	2-MERGED-PATCHID	2	1364	2026-08-11	0	0	0	0	2	1	0	2569	1	d92e2a282	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2569-2570-import-roundtrip
fix/2613-age-find-paths-honesty	2-MERGED-PATCHID	2	1423	2026-08-07	0	0	0	0	2	2	1	2613	1	576738d7b	ci: re-trigger CI (windows Check flake post-outage) [#2613]
fix/2621-pg-memories-gauge	2-MERGED-PATCHID	1	1425	2026-08-07	0	0	0	0	1	1	0	2621	1	31afe3efd	fix(metrics): ai_memory_memories gauge counts the served postgres corpus, not the sqlite sidecar (#2
fix/2635-2636-gates	2-MERGED-PATCHID	3025	4646	2026-08-01	0	0	0	0	3025	2699	3	2635	1	e1f865146	Merge remote-tracking branch 'origin/release/v1.0.0' into fix/2635-2636-gates
fix/2637-precompaction-prearchive-firesite	2-MERGED-PATCHID	1	1424	2026-08-07	0	0	0	0	1	1	0	2637	1	4ff465f2e	fix(hooks): wire PreCompaction fire site, remove vestigial PreArchive (#2637)
fix/2645-pg-parity-fresh-db	2-MERGED-PATCHID	1	1429	2026-08-06	0	0	0	0	1	1	0	2645	1	07677922b	fix(test): make the postgres store_parity_gaps inbox carve-out cell hermetic (#2645)
fix/2646-sdk-storebulk	2-MERGED-PATCHID	1	1426	2026-08-06	0	0	0	0	1	1	0	2646	1	9f893e26f	fix(sdk): storeBulk sends a bare array and types the true BulkCreateResponse (#2646)
fix/2657-pg-watchdog-compile-window	2-MERGED-PATCHID	3056	4646	2026-08-01	0	0	0	0	3056	2715	4	2657	1	7ad1a5179	ci(#2657): hoist the sal-postgres test compile out of the 2100s watchdog window
